iterations,cuts,model,model_base,discretization_type,dataset,accuracy,std,accuracy_pct,best_in_group,samples,features,classes,improvement_vs_base,best_base_model,best_base_accuracy
10it,5p,TANLd,TAN,local,mfeat-zernike,0.754,0.016415,75.4,false,2000,47,10,-1.53,TAN-bin5u,0.769333
10it,5p,TANLd,TAN,local,optdigits,0.949761,0.006709,94.98,false,5620,64,10,-0.58,TAN,0.955572
10it,5p,TANLd,TAN,local,page-blocks,0.957974,0.005054,95.8,true,5473,10,5,0.52,TAN,0.952799
10it,5p,TANLd,TAN,local,pendigits,0.906873,0.012185,90.69,false,10992,16,10,-3.44,TAN,0.941261
10it,5p,TANLd,TAN,local,segment,0.916017,0.017909,91.6,false,2310,19,7,-1.54,TAN,0.931457
10it,5p,TANLd,TAN,local,sonar,0.727564,0.0541,72.76,false,208,60,2,-3.86,TAN-bin5u,0.766126
10it,5p,TANLd,TAN,local,spambase,0.927117,0.008871,92.71,false,4601,57,2,-0.42,TAN,0.931319
10it,5p,TANLd,TAN,local,vehicle,0.667091,0.018632,66.71,false,846,18,4,-3.74,TAN,0.704531
10it,5p,TANLd,TAN,local,waveform-5000,0.814063,0.011133,81.41,true,5000,40,3,0.51,TAN,0.808929
10it,5p,TANLd,TAN,local,wine,0.973859,0.03232,97.39,true,178,13,3,0.75,TAN,0.966396
10it,5p,AODE,AODE,base,adult,0.85308,0.00292,85.31,true,45222,14,2,,,
10it,5p,AODE,AODE,base,balance-scale,0.884761,0.018882,88.48,false,625,4,3,,,
10it,5p,AODE,AODE,base,breast-w,0.974621,0.014831,97.46,false,683,9,2,,,
10it,5p,AODE,AODE,base,diabetes,0.763919,0.028235,76.39,true,768,8,2,,,
10it,5p,AODE,AODE,base,ecoli,0.833398,0.025827,83.34,true,336,7,8,,,
10it,5p,AODE,AODE,base,glass,0.722477,0.068078,72.25,false,214,9,6,,,
10it,5p,AODE,AODE,base,hayes-roth,0.766345,0.050029,76.63,false,160,4,3,,,
10it,5p,AODE,AODE,base,heart-statlog,0.840741,0.051814,84.07,true,270,13,2,,,
10it,5p,AODE,AODE,base,ionosphere,0.922093,0.025305,92.21,true,351,34,2,,,
10it,5p,AODE,AODE,base,iris,0.946667,0.062742,94.67,false,150,4,3,,,
10it,5p,AODE,AODE,base,kdd_JapaneseVowels,0.906335,0.007882,90.63,false,9961,14,9,,,
10it,5p,AODE,AODE,base,letter,0.796999,0.00564,79.7,false,20000,16,26,,,
10it,5p,AODE,AODE,base,liver-disorders,0.671498,0.04087,67.15,false,345,6,2,,,
10it,5p,AODE,AODE,base,mfeat-factors,0.950833,0.011087,95.08,true,2000,216,10,,,
10it,5p,AODE,AODE,base,mfeat-fourier,0.780167,0.017614,78.02,false,2000,76,10,,,
10it,5p,AODE,AODE,base,mfeat-karhunen,0.931333,0.011835,93.13,false,2000,64,10,,,
10it,5p,AODE,AODE,base,mfeat-morphological,0.697,0.01969,69.7,true,2000,6,10,,,
10it,5p,AODE,AODE,base,mfeat-zernike,0.749,0.019996,74.9,true,2000,47,10,,,
10it,5p,AODE,AODE,base,optdigits,0.930366,0.00595,93.04,true,5620,64,10,,,
10it,5p,AODE,AODE,base,page-blocks,0.961082,0.003244,96.11,false,5473,10,5,,,
10it,5p,AODE,AODE,base,pendigits,0.957788,0.004316,95.78,false,10992,16,10,,,
10it,5p,AODE,AODE,base,segment,0.919336,0.015597,91.93,false,2310,19,7,,,
10it,5p,AODE,AODE,base,sonar,0.817585,0.049795,81.76,false,208,60,2,,,
10it,5p,AODE,AODE,base,spambase,0.905165,0.009972,90.52,false,4601,57,2,,,
10it,5p,AODE,AODE,base,vehicle,0.687974,0.024781,68.8,false,846,18,4,,,
10it,5p,AODE,AODE,base,waveform-5000,0.811734,0.013499,81.17,false,5000,40,3,,,
10it,5p,AODE,AODE,base,wine,0.986931,0.017873,98.69,false,178,13,3,,,
10it,5p,AODE-bin5u,AODE,equal_width,adult,0.85308,0.00292,85.31,false,45222,14,2,,,
10it,5p,AODE-bin5u,AODE,equal_width,balance-scale,0.884761,0.018882,88.48,false,625,4,3,,,
10it,5p,AODE-bin5u,AODE,equal_width,breast-w,0.965346,0.01339,96.53,false,683,9,2,,,
10it,5p,AODE-bin5u,AODE,equal_width,diabetes,0.763919,0.028235,76.39,false,768,8,2,,,
10it,5p,AODE-bin5u,AODE,equal_width,ecoli,0.833398,0.025827,83.34,false,336,7,8,,,
10it,5p,AODE-bin5u,AODE,equal_width,glass,0.550535,0.091007,55.05,false,214,9,6,,,
10it,5p,AODE-bin5u,AODE,equal_width,hayes-roth,0.766345,0.050029,76.63,false,160,4,3,,,
10it,5p,AODE-bin5u,AODE,equal_width,heart-statlog,0.840741,0.051814,84.07,false,270,13,2,,,
10it,5p,AODE-bin5u,AODE,equal_width,ionosphere,0.922093,0.025305,92.21,false,351,34,2,,,
10it,5p,AODE-bin5u,AODE,equal_width,iris,0.946667,0.062742,94.67,false,150,4,3,,,
10it,5p,AODE-bin5u,AODE,equal_width,kdd_JapaneseVowels,0.877991,0.008576,87.8,false,9961,14,9,,,
10it,5p,AODE-bin5u,AODE,equal_width,letter,0.738066,0.005461,73.81,false,20000,16,26,,,
10it,5p,AODE-bin5u,AODE,equal_width,liver-disorders,0.603865,0.05187,60.39,false,345,6,2,,,
10it,5p,AODE-bin5u,AODE,equal_width,mfeat-factors,0.950833,0.011087,95.08,false,2000,216,10,,,
10it,5p,AODE-bin5u,AODE,equal_width,mfeat-fourier,0.780167,0.017614,78.02,false,2000,76,10,,,
10it,5p,AODE-bin5u,AODE,equal_width,mfeat-karhunen,0.931167,0.014543,93.12,false,2000,64,10,,,
10it,5p,AODE-bin5u,AODE,equal_width,mfeat-morphological,0.697,0.01969,69.7,false,2000,6,10,,,
10it,5p,AODE-bin5u,AODE,equal_width,mfeat-zernike,0.749,0.019996,74.9,false,2000,47,10,,,
10it,5p,AODE-bin5u,AODE,equal_width,optdigits,0.930366,0.00595,93.04,false,5620,64,10,,,
10it,5p,AODE-bin5u,AODE,equal_width,page-blocks,0.922712,0.004373,92.27,false,5473,10,5,,,
10it,5p,AODE-bin5u,AODE,equal_width,pendigits,0.95327,0.003283,95.33,false,10992,16,10,,,
10it,5p,AODE-bin5u,AODE,equal_width,segment,0.910967,0.011823,91.1,false,2310,19,7,,,
10it,5p,AODE-bin5u,AODE,equal_width,sonar,0.80171,0.070393,80.17,false,208,60,2,,,
10it,5p,AODE-bin5u,AODE,equal_width,spambase,0.764545,0.009438,76.45,false,4601,57,2,,,
10it,5p,AODE-bin5u,AODE,equal_width,vehicle,0.671811,0.029369,67.18,false,846,18,4,,,
10it,5p,AODE-bin5u,AODE,equal_width,waveform-5000,0.806268,0.010639,80.63,false,5000,40,3,,,
10it,5p,AODE-bin5u,AODE,equal_width,wine,0.972058,0.021017,97.21,false,178,13,3,,,
10it,5p,TAN,TAN,base,adult,0.856419,0.003278,85.64,false,45222,14,2,,,
10it,5p,TAN,TAN,base,balance-scale,0.854881,0.029873,85.49,false,625,4,3,,,
10it,5p,TAN,TAN,base,breast-w,0.966302,0.016578,96.63,true,683,9,2,,,
10it,5p,TAN,TAN,base,diabetes,0.76912,0.027495,76.91,false,768,8,2,,,
10it,5p,TAN,TAN,base,ecoli,0.81056,0.04153,81.06,true,336,7,8,,,
10it,5p,TAN,TAN,base,glass,0.696626,0.061099,69.66,true,214,9,6,,,
10it,5p,TAN,TAN,base,hayes-roth,0.710347,0.071475,71.03,false,160,4,3,,,
10it,5p,TAN,TAN,base,heart-statlog,0.809877,0.061206,80.99,false,270,13,2,,,
10it,5p,TAN,TAN,base,ionosphere,0.942119,0.03413,94.21,false,351,34,2,,,
10it,5p,TAN,TAN,base,iris,0.951111,0.037515,95.11,true,150,4,3,,,
10it,5p,TAN,TAN,base,kdd_JapaneseVowels,0.892179,0.007798,89.22,true,9961,14,9,,,
10it,5p,TAN,TAN,base,letter,0.7767,0.007183,77.67,true,20000,16,26,,,
10it,5p,TAN,TAN,base,liver-disorders,0.657971,0.039803,65.8,true,345,6,2,,,
10it,5p,TAN,TAN,base,mfeat-factors,0.959167,0.010965,95.92,true,2000,216,10,,,
10it,5p,TAN,TAN,base,mfeat-fourier,0.798,0.0137,79.8,true,2000,76,10,,,
10it,5p,TAN,TAN,base,mfeat-karhunen,0.935667,0.013708,93.57,false,2000,64,10,,,
10it,5p,TAN,TAN,base,mfeat-morphological,0.694667,0.023526,69.47,false,2000,6,10,,,
10it,5p,TAN,TAN,base,mfeat-zernike,0.769333,0.016942,76.93,false,2000,47,10,,,
10it,5p,TAN,TAN,base,optdigits,0.955572,0.007858,95.56,true,5620,64,10,,,
10it,5p,TAN,TAN,base,page-blocks,0.952799,0.00451,95.28,false,5473,10,5,,,
10it,5p,TAN,TAN,base,pendigits,0.941261,0.005435,94.13,true,10992,16,10,,,
10it,5p,TAN,TAN,base,segment,0.931457,0.011704,93.15,true,2310,19,7,,,
10it,5p,TAN,TAN,base,sonar,0.766126,0.071632,76.61,false,208,60,2,,,
10it,5p,TAN,TAN,base,spambase,0.931319,0.008788,93.13,true,4601,57,2,,,
10it,5p,TAN,TAN,base,vehicle,0.704531,0.027214,70.45,true,846,18,4,,,
10it,5p,TAN,TAN,base,waveform-5000,0.808929,0.010121,80.89,false,5000,40,3,,,
10it,5p,TAN,TAN,base,wine,0.966396,0.028121,96.64,false,178,13,3,,,
10it,5p,KDB-bin5u,KDB,equal_width,adult,0.855505,0.002932,85.55,false,45222,14,2,,,
10it,5p,KDB-bin5u,KDB,equal_width,balance-scale,0.759892,0.026539,75.99,false,625,4,3,,,
10it,5p,KDB-bin5u,KDB,equal_width,breast-w,0.937509,0.019219,93.75,false,683,9,2,,,
10it,5p,KDB-bin5u,KDB,equal_width,diabetes,0.7639,0.022456,76.39,false,768,8,2,,,
10it,5p,KDB-bin5u,KDB,equal_width,ecoli,0.788581,0.034393,78.86,false,336,7,8,,,
10it,5p,KDB-bin5u,KDB,equal_width,glass,0.567376,0.084718,56.74,false,214,9,6,,,
10it,5p,KDB-bin5u,KDB,equal_width,hayes-roth,0.726757,0.076738,72.68,false,160,4,3,,,
10it,5p,KDB-bin5u,KDB,equal_width,heart-statlog,0.798765,0.060156,79.88,false,270,13,2,,,
10it,5p,KDB-bin5u,KDB,equal_width,ionosphere,0.940148,0.031082,94.01,false,351,34,2,,,
10it,5p,KDB-bin5u,KDB,equal_width,iris,0.937778,0.058914,93.78,false,150,4,3,,,
10it,5p,KDB-bin5u,KDB,equal_width,kdd_JapaneseVowels,0.874711,0.009267,87.47,false,9961,14,9,,,
10it,5p,KDB-bin5u,KDB,equal_width,letter,0.774133,0.006575,77.41,false,20000,16,26,,,
10it,5p,KDB-bin5u,KDB,equal_width,liver-disorders,0.597101,0.048129,59.71,false,345,6,2,,,
10it,5p,KDB-bin5u,KDB,equal_width,mfeat-factors,0.961167,0.00801,96.12,false,2000,216,10,,,
10it,5p,KDB-bin5u,KDB,equal_width,mfeat-fourier,0.7975,0.019434,79.75,false,2000,76,10,,,
10it,5p,KDB-bin5u,KDB,equal_width,mfeat-karhunen,0.939333,0.011119,93.93,false,2000,64,10,,,
10it,5p,KDB-bin5u,KDB,equal_width,mfeat-morphological,0.697667,0.022844,69.77,false,2000,6,10,,,
10it,5p,KDB-bin5u,KDB,equal_width,mfeat-zernike,0.757167,0.016444,75.72,false,2000,47,10,,,
10it,5p,KDB-bin5u,KDB,equal_width,optdigits,0.958305,0.007442,95.83,false,5620,64,10,,,
10it,5p,KDB-bin5u,KDB,equal_width,page-blocks,0.924052,0.003962,92.41,false,5473,10,5,,,
10it,5p,KDB-bin5u,KDB,equal_width,pendigits,0.968644,0.002783,96.86,false,10992,16,10,,,
10it,5p,KDB-bin5u,KDB,equal_width,segment,0.913564,0.01184,91.36,false,2310,19,7,,,
10it,5p,KDB-bin5u,KDB,equal_width,sonar,0.790481,0.076456,79.05,false,208,60,2,,,
10it,5p,KDB-bin5u,KDB,equal_width,spambase,0.764473,0.009776,76.45,false,4601,57,2,,,
10it,5p,KDB-bin5u,KDB,equal_width,vehicle,0.68876,0.04039,68.88,false,846,18,4,,,
10it,5p,KDB-bin5u,KDB,equal_width,waveform-5000,0.812267,0.010175,81.23,false,5000,40,3,,,
10it,5p,KDB-bin5u,KDB,equal_width,wine,0.953275,0.029449,95.33,false,178,13,3,,,
10it,5p,TAN-bin5q,TAN,equal_freq,adult,0.851297,0.002387,85.13,false,45222,14,2,,,
10it,5p,TAN-bin5q,TAN,equal_freq,balance-scale,0.838359,0.028992,83.84,false,625,4,3,,,
10it,5p,TAN-bin5q,TAN,equal_freq,breast-w,0.958008,0.01606,95.8,false,683,9,2,,,
10it,5p,TAN-bin5q,TAN,equal_freq,diabetes,0.749993,0.027069,75,false,768,8,2,,,
10it,5p,TAN-bin5q,TAN,equal_freq,ecoli,0.788676,0.02802,78.87,false,336,7,8,,,
10it,5p,TAN-bin5q,TAN,equal_freq,glass,0.686739,0.049254,68.67,false,214,9,6,,,
10it,5p,TAN-bin5q,TAN,equal_freq,hayes-roth,0.710347,0.071475,71.03,false,160,4,3,,,
10it,5p,TAN-bin5q,TAN,equal_freq,heart-statlog,0.804938,0.050892,80.49,false,270,13,2,,,
10it,5p,TAN-bin5q,TAN,equal_freq,ionosphere,0.927874,0.034096,92.79,false,351,34,2,,,
10it,5p,TAN-bin5q,TAN,equal_freq,iris,0.951111,0.037515,95.11,false,150,4,3,,,
10it,5p,TAN-bin5q,TAN,equal_freq,kdd_JapaneseVowels,0.892179,0.007798,89.22,false,9961,14,9,,,
10it,5p,TAN-bin5q,TAN,equal_freq,letter,0.7767,0.007183,77.67,false,20000,16,26,,,
10it,5p,TAN-bin5q,TAN,equal_freq,liver-disorders,0.657971,0.039803,65.8,false,345,6,2,,,
10it,5p,TAN-bin5q,TAN,equal_freq,mfeat-factors,0.959167,0.010965,95.92,false,2000,216,10,,,
10it,5p,TAN-bin5q,TAN,equal_freq,mfeat-fourier,0.782167,0.022773,78.22,false,2000,76,10,,,
10it,5p,TAN-bin5q,TAN,equal_freq,mfeat-karhunen,0.924333,0.011932,92.43,false,2000,64,10,,,
10it,5p,TAN-bin5q,TAN,equal_freq,mfeat-morphological,0.653833,0.0177,65.38,false,2000,6,10,,,
10it,5p,TAN-bin5q,TAN,equal_freq,mfeat-zernike,0.7545,0.019416,75.45,false,2000,47,10,,,
10it,5p,TAN-bin5q,TAN,equal_freq,optdigits,0.955572,0.007858,95.56,false,5620,64,10,,,
10it,5p,TAN-bin5q,TAN,equal_freq,page-blocks,0.945248,0.004609,94.52,false,5473,10,5,,,
10it,5p,TAN-bin5q,TAN,equal_freq,pendigits,0.941261,0.005435,94.13,false,10992,16,10,,,
10it,5p,TAN-bin5q,TAN,equal_freq,segment,0.931457,0.011704,93.15,false,2310,19,7,,,
10it,5p,TAN-bin5q,TAN,equal_freq,sonar,0.763023,0.047271,76.3,false,208,60,2,,,
10it,5p,TAN-bin5q,TAN,equal_freq,spambase,0.900453,0.010721,90.05,false,4601,57,2,,,
10it,5p,TAN-bin5q,TAN,equal_freq,vehicle,0.704531,0.027214,70.45,false,846,18,4,,,
10it,5p,TAN-bin5q,TAN,equal_freq,waveform-5000,0.805532,0.012321,80.55,false,5000,40,3,,,
10it,5p,TAN-bin5q,TAN,equal_freq,wine,0.95893,0.031276,95.89,false,178,13,3,,,
10it,5p,TAN-mdlp5,TAN,mdlp,adult,0.853641,0.002283,85.36,false,45222,14,2,,,
10it,5p,TAN-mdlp5,TAN,mdlp,balance-scale,0.854881,0.029873,85.49,false,625,4,3,,,
10it,5p,TAN-mdlp5,TAN,mdlp,breast-w,0.966302,0.016578,96.63,false,683,9,2,,,
10it,5p,TAN-mdlp5,TAN,mdlp,diabetes,0.743061,0.029581,74.31,false,768,8,2,,,
10it,5p,TAN-mdlp5,TAN,mdlp,ecoli,0.81056,0.04153,81.06,false,336,7,8,,,
10it,5p,TAN-mdlp5,TAN,mdlp,glass,0.696626,0.061099,69.66,false,214,9,6,,,
10it,5p,TAN-mdlp5,TAN,mdlp,hayes-roth,0.710347,0.071475,71.03,false,160,4,3,,,
10it,5p,TAN-mdlp5,TAN,mdlp,heart-statlog,0.804938,0.053702,80.49,false,270,13,2,,,
10it,5p,TAN-mdlp5,TAN,mdlp,ionosphere,0.914527,0.030495,91.45,false,351,34,2,,,
10it,5p,TAN-mdlp5,TAN,mdlp,iris,0.942222,0.038764,94.22,false,150,4,3,,,
10it,5p,TAN-mdlp5,TAN,mdlp,kdd_JapaneseVowels,0.825319,0.007594,82.53,false,9961,14,9,,,
10it,5p,TAN-mdlp5,TAN,mdlp,letter,0.6238,0.013117,62.38,false,20000,16,26,,,
10it,5p,TAN-mdlp5,TAN,mdlp,liver-disorders,0.591304,0.034731,59.13,false,345,6,2,,,
10it,5p,TAN-mdlp5,TAN,mdlp,mfeat-factors,0.953833,0.010215,95.38,false,2000,216,10,,,
10it,5p,TAN-mdlp5,TAN,mdlp,mfeat-fourier,0.798,0.0137,79.8,false,2000,76,10,,,
10it,5p,TAN-mdlp5,TAN,mdlp,mfeat-karhunen,0.925667,0.014282,92.57,false,2000,64,10,,,
10it,5p,TAN-mdlp5,TAN,mdlp,mfeat-morphological,0.648667,0.02551,64.87,false,2000,6,10,,,
10it,5p,TAN-mdlp5,TAN,mdlp,mfeat-zernike,0.758,0.019644,75.8,false,2000,47,10,,,
10it,5p,TAN-mdlp5,TAN,mdlp,optdigits,0.938372,0.007544,93.84,false,5620,64,10,,,
10it,5p,TAN-mdlp5,TAN,mdlp,page-blocks,0.952799,0.00451,95.28,false,5473,10,5,,,
10it,5p,TAN-mdlp5,TAN,mdlp,pendigits,0.810923,0.018052,81.09,false,10992,16,10,,,
10it,5p,TAN-mdlp5,TAN,mdlp,segment,0.89062,0.023582,89.06,false,2310,19,7,,,
10it,5p,TAN-mdlp5,TAN,mdlp,sonar,0.757019,0.062136,75.7,false,208,60,2,,,
10it,5p,TAN-mdlp5,TAN,mdlp,spambase,0.931319,0.008788,93.13,false,4601,57,2,,,
10it,5p,TAN-mdlp5,TAN,mdlp,vehicle,0.683697,0.036421,68.37,false,846,18,4,,,
10it,5p,TAN-mdlp5,TAN,mdlp,waveform-5000,0.808929,0.010121,80.89,false,5000,40,3,,,
10it,5p,TAN-mdlp5,TAN,mdlp,wine,0.966396,0.028121,96.64,false,178,13,3,,,
10it,up,AODE-mdlp,AODE,mdlp,adult,0.858542,0.002878,85.85,true,45222,14,2,,,
10it,up,AODE-mdlp,AODE,mdlp,balance-scale,0.884761,0.018882,88.48,true,625,4,3,,,
10it,up,AODE-mdlp,AODE,mdlp,breast-w,0.976088,0.015729,97.61,true,683,9,2,,,
10it,up,AODE-mdlp,AODE,mdlp,diabetes,0.745655,0.019328,74.57,true,768,8,2,,,
10it,up,AODE-mdlp,AODE,mdlp,ecoli,0.831229,0.039056,83.12,true,336,7,8,,,
10it,up,AODE-mdlp,AODE,mdlp,glass,0.707223,0.042417,70.72,false,214,9,6,,,
10it,up,AODE-mdlp,AODE,mdlp,hayes-roth,0.766345,0.050029,76.63,true,160,4,3,,,
10it,up,AODE-mdlp,AODE,mdlp,heart-statlog,0.82963,0.048594,82.96,false,270,13,2,,,
10it,up,AODE-mdlp,AODE,mdlp,ionosphere,0.908759,0.031004,90.88,false,351,34,2,,,
10it,up,AODE-mdlp,AODE,mdlp,iris,0.935556,0.056997,93.56,false,150,4,3,,,
10it,up,AODE-mdlp,AODE,mdlp,kdd_JapaneseVowels,0.930396,0.004329,93.04,true,9961,14,9,,,
10it,up,AODE-mdlp,AODE,mdlp,letter,0.8723,0.004401,87.23,false,20000,16,26,,,
10it,up,AODE-mdlp,AODE,mdlp,liver-disorders,0.596135,0.03415,59.61,false,345,6,2,,,
10it,up,AODE-mdlp,AODE,mdlp,mfeat-factors,0.95,0.009865,95,false,2000,216,10,,,
10it,up,AODE-mdlp,AODE,mdlp,mfeat-fourier,0.781333,0.013819,78.13,false,2000,76,10,,,
10it,up,AODE-mdlp,AODE,mdlp,mfeat-karhunen,0.9265,0.011132,92.65,false,2000,64,10,,,
10it,up,AODE-mdlp,AODE,mdlp,mfeat-morphological,0.6915,0.011172,69.15,true,2000,6,10,,,
10it,up,AODE-mdlp,AODE,mdlp,mfeat-zernike,0.742667,0.019605,74.27,true,2000,47,10,,,
10it,up,AODE-mdlp,AODE,mdlp,optdigits,0.931372,0.006747,93.14,true,5620,64,10,,,
10it,up,AODE-mdlp,AODE,mdlp,page-blocks,0.964187,0.003838,96.42,false,5473,10,5,,,
10it,up,AODE-mdlp,AODE,mdlp,pendigits,0.940958,0.006719,94.1,false,10992,16,10,,,
10it,up,AODE-mdlp,AODE,mdlp,segment,0.942424,0.005161,94.24,false,2310,19,7,,,
10it,up,AODE-mdlp,AODE,mdlp,sonar,0.748778,0.059679,74.88,false,208,60,2,,,
10it,up,AODE-mdlp,AODE,mdlp,spambase,0.90502,0.00935,90.5,true,4601,57,2,,,
10it,up,AODE-mdlp,AODE,mdlp,vehicle,0.686797,0.029534,68.68,false,846,18,4,,,
10it,up,AODE-mdlp,AODE,mdlp,waveform-5000,0.813,0.011002,81.3,false,5000,40,3,,,
10it,up,AODE-mdlp,AODE,mdlp,wine,0.988783,0.017678,98.88,true,178,13,3,,,
10it,up,KDB-pkilog,KDB,pki,adult,0.848783,0.002694,84.88,false,45222,14,2,,,
10it,up,KDB-pkilog,KDB,pki,balance-scale,0.82712,0.032797,82.71,true,625,4,3,,,
10it,up,KDB-pkilog,KDB,pki,breast-w,0.954133,0.017753,95.41,true,683,9,2,,,
10it,up,KDB-pkilog,KDB,pki,diabetes,0.697468,0.016919,69.75,false,768,8,2,,,
10it,up,KDB-pkilog,KDB,pki,ecoli,0.768942,0.035674,76.89,false,336,7,8,,,
10it,up,KDB-pkilog,KDB,pki,glass,0.710072,0.087259,71.01,true,214,9,6,,,
10it,up,KDB-pkilog,KDB,pki,hayes-roth,0.726757,0.076738,72.68,false,160,4,3,,,
10it,up,KDB-pkilog,KDB,pki,heart-statlog,0.791358,0.048728,79.14,false,270,13,2,,,
10it,up,KDB-pkilog,KDB,pki,ionosphere,0.922146,0.036417,92.21,true,351,34,2,,,
10it,up,KDB-pkilog,KDB,pki,iris,0.94,0.042164,94,true,150,4,3,,,
10it,up,KDB-pkilog,KDB,pki,kdd_JapaneseVowels,0.8975,0.004727,89.75,false,9961,14,9,,,
10it,up,KDB-pkilog,KDB,pki,letter,0.879016,0.006067,87.9,false,20000,16,26,,,
10it,up,KDB-pkilog,KDB,pki,liver-disorders,0.617391,0.037872,61.74,true,345,6,2,,,
10it,up,KDB-pkilog,KDB,pki,mfeat-factors,0.956833,0.008317,95.68,true,2000,216,10,,,
10it,up,KDB-pkilog,KDB,pki,mfeat-fourier,0.744833,0.020777,74.48,false,2000,76,10,,,
10it,up,KDB-pkilog,KDB,pki,mfeat-karhunen,0.824,0.024253,82.4,false,2000,64,10,,,
10it,up,KDB-pkilog,KDB,pki,mfeat-morphological,0.7035,0.01729,70.35,false,2000,6,10,,,
10it,up,KDB-pkilog,KDB,pki,mfeat-zernike,0.707333,0.012694,70.73,false,2000,47,10,,,
10it,up,KDB-pkilog,KDB,pki,optdigits,0.948518,0.008069,94.85,true,5620,64,10,,,
10it,up,KDB-pkilog,KDB,pki,page-blocks,0.953895,0.006073,95.39,false,5473,10,5,,,
10it,up,KDB-pkilog,KDB,pki,pendigits,0.971707,0.003825,97.17,true,10992,16,10,,,
10it,up,KDB-pkilog,KDB,pki,segment,0.954978,0.007813,95.5,true,2310,19,7,,,
10it,up,KDB-pkilog,KDB,pki,sonar,0.752334,0.074454,75.23,false,208,60,2,,,
10it,up,KDB-pkilog,KDB,pki,spambase,0.916612,0.008575,91.66,false,4601,57,2,,,
10it,up,KDB-pkilog,KDB,pki,vehicle,0.714757,0.0273,71.48,true,846,18,4,,,
10it,up,KDB-pkilog,KDB,pki,waveform-5000,0.776335,0.012675,77.63,false,5000,40,3,,,
10it,up,KDB-pkilog,KDB,pki,wine,0.942169,0.047553,94.22,false,178,13,3,,,
10it,up,KDB-mdlp,KDB,mdlp,adult,0.852218,0.003745,85.22,false,45222,14,2,,,
10it,up,KDB-mdlp,KDB,mdlp,balance-scale,0.759892,0.026539,75.99,false,625,4,3,,,
10it,up,KDB-mdlp,KDB,mdlp,breast-w,0.951664,0.019753,95.17,false,683,9,2,,,
10it,up,KDB-mdlp,KDB,mdlp,diabetes,0.742622,0.028029,74.26,false,768,8,2,,,
10it,up,KDB-mdlp,KDB,mdlp,ecoli,0.813399,0.040682,81.34,true,336,7,8,,,
10it,up,KDB-mdlp,KDB,mdlp,glass,0.679496,0.04682,67.95,false,214,9,6,,,
10it,up,KDB-mdlp,KDB,mdlp,hayes-roth,0.726757,0.076738,72.68,false,160,4,3,,,
10it,up,KDB-mdlp,KDB,mdlp,heart-statlog,0.806173,0.052316,80.62,false,270,13,2,,,
10it,up,KDB-mdlp,KDB,mdlp,ionosphere,0.912596,0.027496,91.26,false,351,34,2,,,
10it,up,KDB-mdlp,KDB,mdlp,iris,0.94,0.044006,94,false,150,4,3,,,
10it,up,KDB-mdlp,KDB,mdlp,kdd_JapaneseVowels,0.916341,0.007866,91.63,true,9961,14,9,,,
10it,up,KDB-mdlp,KDB,mdlp,letter,0.875583,0.004259,87.56,false,20000,16,26,,,
10it,up,KDB-mdlp,KDB,mdlp,liver-disorders,0.599034,0.036609,59.9,false,345,6,2,,,
10it,up,KDB-mdlp,KDB,mdlp,mfeat-factors,0.937167,0.009203,93.72,false,2000,216,10,,,
10it,up,KDB-mdlp,KDB,mdlp,mfeat-fourier,0.786,0.013784,78.6,false,2000,76,10,,,
10it,up,KDB-mdlp,KDB,mdlp,mfeat-karhunen,0.9175,0.012392,91.75,true,2000,64,10,,,
10it,up,KDB-mdlp,KDB,mdlp,mfeat-morphological,0.699,0.015376,69.9,false,2000,6,10,,,
10it,up,KDB-mdlp,KDB,mdlp,mfeat-zernike,0.737333,0.013278,73.73,true,2000,47,10,,,
10it,up,KDB-mdlp,KDB,mdlp,optdigits,0.912864,0.008959,91.29,false,5620,64,10,,,
10it,up,KDB-mdlp,KDB,mdlp,page-blocks,0.96041,0.005132,96.04,false,5473,10,5,,,
10it,up,KDB-mdlp,KDB,mdlp,pendigits,0.747938,0.009927,74.79,false,10992,16,10,,,
10it,up,KDB-mdlp,KDB,mdlp,segment,0.937807,0.009901,93.78,false,2310,19,7,,,
10it,up,KDB-mdlp,KDB,mdlp,sonar,0.758456,0.083029,75.85,true,208,60,2,,,
10it,up,KDB-mdlp,KDB,mdlp,spambase,0.930523,0.007812,93.05,true,4601,57,2,,,
10it,up,KDB-mdlp,KDB,mdlp,vehicle,0.667799,0.035394,66.78,false,846,18,4,,,
10it,up,KDB-mdlp,KDB,mdlp,waveform-5000,0.808733,0.009335,80.87,true,5000,40,3,,,
10it,up,KDB-mdlp,KDB,mdlp,wine,0.975714,0.033103,97.57,true,178,13,3,,,
10it,up,TAN-mdlp,TAN,mdlp,adult,0.841324,0.002708,84.13,false,45222,14,2,,,
10it,up,TAN-mdlp,TAN,mdlp,balance-scale,0.854881,0.029873,85.49,true,625,4,3,,,
10it,up,TAN-mdlp,TAN,mdlp,breast-w,0.962906,0.015971,96.29,false,683,9,2,,,
10it,up,TAN-mdlp,TAN,mdlp,diabetes,0.745684,0.028319,74.57,false,768,8,2,,,
10it,up,TAN-mdlp,TAN,mdlp,ecoli,0.81056,0.041133,81.06,true,336,7,8,,,
10it,up,TAN-mdlp,TAN,mdlp,glass,0.698176,0.06015,69.82,false,214,9,6,,,
10it,up,TAN-mdlp,TAN,mdlp,hayes-roth,0.710347,0.071475,71.03,false,160,4,3,,,
